,watch-title,watch-view-count,watch-time-text,content_watch-info-tag-list,watch7-headline,watch7-user-header,watch8-sentiment-actions,og:image,og:image:width,og:image:height,og:description,og:video:width,og:video:height,og:video:tag,channel_link_0
84,Matplotlib | Scatter Plot and Line Plot | Machine Learning | Intellify,3 visualizações,Publicado em 23 de mai. de 2020,Educação,"#intellify #cbse #ncertsolutions



    Matplotlib | Scatter Plot and Line Plot | Machine Learning | Intellify","Learn with Intellify













Carregando...
    







        Cancelar inscrição de Learn with Intellify?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição21,3 mil 











Carregando...
    









Carregando...
    













        Processando...","3 visualizações







0

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/KWxADfPjQT0/maxresdefault.jpg,1280.0,720.0,This video explains the concept of Scatter Plot and Line Plot in Matplotlib. Interactive and elaborate examples are added for the better understanding of con...,1280.0,720.0,Creativity,/channel/UCe-v9_zFdD_kNASv7r5yrEQ
85,,,,,,,,https://i.ytimg.com/vi/K_G8GPXnouI/maxresdefault.jpg,1280.0,720.0,"Kaggle has released a new competition for $100,000 total prize money. In this series we will work together on this competition from start to finish, learning...",1280.0,720.0,time series forecasting,
86,Introduction to Kaggle,11 visualizações,Publicado em 4 de abr. de 2020,Educação,Introduction to Kaggle,"Learn Programming













Carregando...
    







        Cancelar inscrição de Learn Programming?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição57 











Carregando...
    









Carregando...
    













        Processando...","11 visualizações







2

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



3


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/Kqiof6MvMco/maxresdefault.jpg,1280.0,720.0,"Kaggle, a subsidiary of Google LLC, is an online community of data scientists and machine learning practitioners. Kaggle allows users to find and publish dat...",1280.0,720.0,,/channel/UCSumDZpHHcyqURMpdPzy_wA
87,Scaling Machine Learning on Kubernetes and Kubeflow with SageMaker - AWS Online Tech Talks,425 visualizações,Publicado em 22 de mai. de 2020,Ciência e tecnologia,Scaling Machine Learning on Kubernetes and Kubeflow with SageMaker - AWS Online Tech Talks,"AWS Online Tech Talks













Carregando...
    







        Cancelar inscrição de AWS Online Tech Talks?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição92,6 mil 











Carregando...
    









Carregando...
    













        Processando...","425 visualizações







13

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



14


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/LKmkiUdhV58/maxresdefault.jpg,1280.0,720.0,"Kubernetes and Kubeflow are becoming common tools for building ML Platforms, but require significant investment to configure the open source tools for reliab...",1280.0,720.0,Webinar,/channel/UCT-nPlVzJI-ccQXlxjSvJmw
88,बायस एंड वरियन्स ट्रेडोफ़्फ़ युसिंग आर | Machine Learning | Intellify,35 visualizações,Publicado em 26 de mai. de 2020,Educação,"#intellify #cbse #ncertsolutions



    बायस एंड वरियन्स ट्रेडोफ़्फ़ युसिंग आर | Machine Learning | Intellify","Learn with Intellify













Carregando...
    







        Cancelar inscrição de Learn with Intellify?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição21,3 mil 











Carregando...
    









Carregando...
    













        Processando...","35 visualizações







16

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



17


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/LUnDYIIX5DE/maxresdefault.jpg,1280.0,720.0,Bias and Variance tradeoff using variance is the topic explained by our experts in this video. So without any further ado just enjoy this 14 minutes journey ...,1280.0,720.0,Creativity,/channel/UCe-v9_zFdD_kNASv7r5yrEQ
89,"Redução de Custos, Compliance usando Soluções Cloud, Big Data, Machine Learning e AI.",4 visualizações,Estreou em 25 de mai. de 2020,Pessoas e blogs,"Redução de Custos, Compliance usando Soluções Cloud, Big Data, Machine Learning e AI.","Alexandre Boni Marques













Carregando...
    







        Cancelar inscrição de Alexandre Boni Marques?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição2 











Carregando...
    









Carregando...
    













        Processando...","4 visualizações







0

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/LnE4SxfkTgA/maxresdefault.jpg,1280.0,720.0,"Redução de Custos, Compliance usando Soluções Cloud, Big Data, Machine Learning e Artificial Intelligence. Nossa experiência vai auxiliar vocês a buscarem no...",1280.0,720.0,RK,/channel/UC1kW0Y5cP9oIQjKbY4jtZow
90,Kaggle Faker News Classifier Using LSTM- Deep LEarning| Natural Language Processing,9.239 visualizações,Publicado em 19 de mai. de 2020,Educação,Kaggle Faker News Classifier Using LSTM- Deep LEarning| Natural Language Processing,"Krish Naik













Carregando...
    







        Cancelar inscrição de Krish Naik?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição169 mil 











Carregando...
    









Carregando...
    













        Processando...","9.239 visualizações







161

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



162


3

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



4",https://i.ytimg.com/vi/MXPh_lMRwAI/maxresdefault.jpg,1280.0,720.0,Learn an easy and accurate method relying on word embeddings with LSTMs that allows you to do state of the art sentiment analysis with deep github: https://g...,1280.0,720.0,natural language processing examples,/channel/UCNU_lfiiWBdtULKOw6X0Dig
91,Production grade Data & Machine Learning applications over AWS Data-Lake,65 visualizações,Publicado em 25 de mai. de 2020,Pessoas e blogs,Production grade Data & Machine Learning applications over AWS Data-Lake,"Natural Intelligence













Carregando...
    







        Cancelar inscrição de Natural Intelligence?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição361 











Carregando...
    









Carregando...
    













        Processando...","65 visualizações







2

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



3


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/OCNlMdlWcEA/maxresdefault.jpg,1280.0,720.0,Our solution for production-grade data platform for NI. To achieve fast time to Market for developers we had to amp up our software Development lifecycle by ...,1280.0,720.0,,/channel/UCvbONCbWgHLGbnleZPlbX6A
92,Stanford Seminar - Deep Learning for Symbolic Mathematics,1.402 visualizações,Publicado em 22 de mai. de 2020,Educação,Stanford Seminar - Deep Learning for Symbolic Mathematics,"stanfordonline













Carregando...
    







        Cancelar inscrição de stanfordonline?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição167 mil 











Carregando...
    









Carregando...
    













        Processando...","1.402 visualizações







63

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



64


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/O_sHHG5_lr8/maxresdefault.jpg,1280.0,720.0,"Guillaume Lample & Francois Charton Facebook AI Research April 16, 2020 View the full playlist: https://www.youtube.com/playlist?list=PLoROMvodv4rMWw6rRoeSpk...",1280.0,720.0,Symbolic Mathematics,/channel/UCBa5G_ESCn8Yd4vw5U-gIcg
93,Python Tutorial: Winning a Kaggle Competition in Python,272 visualizações,Publicado em 1 de mar. de 2020,Ciência e tecnologia,Python Tutorial: Winning a Kaggle Competition in Python,"DataCamp













Carregando...
    







        Cancelar inscrição de DataCamp?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição94,9 mil 











Carregando...
    









Carregando...
    













        Processando...","272 visualizações







10

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



11


2

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



3",https://i.ytimg.com/vi/OaSONMI9_KM/maxresdefault.jpg,1280.0,720.0,"Want to learn more? Take the full course at https://learn.datacamp.com/courses/winning-a-kaggle-competition-in-python at your own pace. More than a video, yo...",1280.0,720.0,Machine Learning Scientist with Python,/channel/UC79Gv3mYp6zKiSwYemEik9A
94,One Hot Encoding 1 | Titanic: Machine Learning from Disaster | Part 17 | Kaggle Competition,5 visualizações,Estreou em 16 de abr. de 2020,Educação,"#artificialintelligence #ai #machinelearning



    One Hot Encoding 1 | Titanic: Machine Learning from Disaster | Part 17 | Kaggle Competition","Rohit Bhandari













Carregando...
    







        Cancelar inscrição de Rohit Bhandari?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição5 











Carregando...
    









Carregando...
    













        Processando...","5 visualizações







0

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/Od1ZBBUAUm4/maxresdefault.jpg,1280.0,720.0,"This is the legendary Titanic ML competition – the best, first challenge for you to dive into ML competitions and familiarize yourself with how the Kaggle pl...",1280.0,720.0,computerscience,/channel/UCJoZTPDHDNcyqq3zVYUnz3Q
95,,,,,,,,https://i.ytimg.com/vi/OoB_LQpgDCk/maxresdefault.jpg,1280.0,720.0,Audio (Podcast Version) available here: https://anchor.fm/chaitimedatascience Subscribe here to the newsletter: https://tinyletter.com/sanyambhutani In this ...,1280.0,720.0,,
96,What is Kaggle ? || How to Run a programme in Kaggle || How to Find Dataset ?,88 visualizações,Publicado em 16 de abr. de 2020,Ciência e tecnologia,"Pakistan



    What is Kaggle ? || How to Run a programme in Kaggle || How to Find Dataset ?","Techaza Tech













Carregando...
    







        Cancelar inscrição de Techaza Tech?
      


Não
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição 











Carregando...
    









Carregando...
    













        Processando...","88 visualizações







14

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



15


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/Ow3r2B9N0hs/maxresdefault.jpg,1280.0,720.0,Learn how to use Kaggle. We discuss about What is Kaggle ? How to Run a programme in Kaggle ? How to Find Dataset ? How to Download Dataset ? About Kaggle: K...,1280.0,720.0,what is kaggle,/channel/UCZAGoHEu7f52DU7-iRjJPLA
